category,test,engine,N,sample,energy_uj,time_s,mem_kb
math-floor,double-not,jsc,262144,3,704588,0.0362266,48492
math-floor,double-not,jsc,262144,4,710264,0.0364058,48492
math-floor,double-not,jsc,262144,5,709227,0.0365908,48232
math-floor,double-not,jsc,262144,6,694579,0.0363684,48392
math-floor,double-not,jsc,262144,7,695372,0.036331,48492
math-floor,double-not,jsc,262144,8,717771,0.0363346,48460
math-floor,double-not,jsc,262144,9,716245,0.0364081,48588
math-floor,double-not,jsc,262144,10,705748,0.0365133,48460
math-floor,double-not,jsc,524288,1,723936,0.036769,48488
math-floor,double-not,jsc,524288,2,721556,0.0365798,48492
math-floor,double-not,jsc,524288,3,719603,0.0368013,48584
math-floor,double-not,jsc,524288,4,724730,0.0366374,48332
math-floor,double-not,jsc,524288,5,720579,0.0367762,48492
math-floor,double-not,jsc,524288,6,694151,0.0364936,48492
math-floor,double-not,jsc,524288,7,697569,0.0366863,48456
math-floor,double-not,jsc,524288,8,695982,0.0366024,48488
math-floor,double-not,jsc,524288,9,697814,0.0365448,48460
math-floor,double-not,jsc,524288,10,706724,0.0365059,48492
math-floor,double-not,jsc,1048576,1,712645,0.0372027,48456
math-floor,double-not,jsc,1048576,2,718077,0.0370486,48492
math-floor,double-not,jsc,1048576,3,726805,0.0373596,48364
math-floor,double-not,jsc,1048576,4,723875,0.0373571,48460
math-floor,double-not,jsc,1048576,5,733274,0.0372641,48428
math-floor,double-not,jsc,1048576,6,711973,0.0371116,48456
math-floor,double-not,jsc,1048576,7,727904,0.0373624,48460
math-floor,double-not,jsc,1048576,8,716673,0.0373775,48460
math-floor,double-not,jsc,1048576,9,718992,0.0373637,48364
math-floor,double-not,jsc,1048576,10,710935,0.0375557,48396
math-floor,double-not,jsc,2097152,1,738340,0.0385242,48492
math-floor,double-not,jsc,2097152,2,736265,0.0388406,48620
math-floor,double-not,jsc,2097152,3,733335,0.0384932,48492
math-floor,double-not,jsc,2097152,4,734434,0.0387246,48460
math-floor,double-not,jsc,2097152,5,733701,0.0383949,48492
math-floor,double-not,jsc,2097152,6,729918,0.0385807,48460
math-floor,double-not,jsc,2097152,7,735960,0.038572,48488
math-floor,double-not,jsc,2097152,8,735961,0.0385969,48492
math-floor,double-not,jsc,2097152,9,731321,0.0386289,48460
math-floor,double-not,jsc,2097152,10,736265,0.0385152,48328
math-floor,double-not,jsc,4194304,1,793394,0.041153,48364
math-floor,double-not,jsc,4194304,2,816221,0.0413686,48332
math-floor,double-not,jsc,4194304,3,790708,0.0412516,48460
math-floor,double-not,jsc,4194304,4,781553,0.0412774,48336
math-floor,double-not,jsc,4194304,5,786253,0.0408189,48620
math-floor,double-not,jsc,4194304,6,789122,0.0412508,48392
math-floor,double-not,jsc,4194304,7,813230,0.0413906,48488
math-floor,double-not,jsc,4194304,8,791929,0.0412746,48456
math-floor,double-not,jsc,4194304,9,786803,0.0412465,48460
math-floor,double-not,jsc,4194304,10,796080,0.0410122,48492
math-floor,double-not,jsc,8388608,1,896055,0.0469266,48460
math-floor,double-not,jsc,8388608,2,893980,0.0464924,48332
math-floor,double-not,jsc,8388608,3,886960,0.0465078,48460
math-floor,double-not,jsc,8388608,4,885190,0.046625,48492
math-floor,double-not,jsc,8388608,5,881833,0.0464776,48364
math-floor,double-not,jsc,8388608,6,884580,0.0460278,48364
math-floor,double-not,jsc,8388608,7,896787,0.0463798,48364
math-floor,double-not,jsc,8388608,8,900267,0.0464827,48492
math-floor,double-not,jsc,8388608,9,867978,0.0459162,48488
math-floor,double-not,jsc,8388608,10,878843,0.0458668,48488
math-floor,double-not,jsc,16777216,1,1067381,0.0570127,48304
math-floor,double-not,jsc,16777216,2,1070615,0.057182,48492
math-floor,double-not,jsc,16777216,3,1070798,0.0569882,48456
math-floor,double-not,jsc,16777216,4,1063596,0.0570004,48492
math-floor,double-not,jsc,16777216,5,1032590,0.0558374,48620
math-floor,double-not,jsc,16777216,6,1051267,0.0557023,48492
math-floor,double-not,jsc,16777216,7,1084836,0.0570688,48332
math-floor,double-not,jsc,16777216,8,1054380,0.0558001,48492
math-floor,double-not,jsc,16777216,9,1066648,0.0572659,48620
math-floor,double-not,jsc,16777216,10,1049009,0.0558103,48460
math-floor,double-not,jsc,33554432,1,2963432,0.161815,49000
math-floor,double-not,jsc,33554432,2,2954949,0.160635,49000
math-floor,double-not,jsc,33554432,3,2983818,0.161924,48840
math-floor,double-not,jsc,33554432,4,3006828,0.162765,48996
math-floor,double-not,jsc,33554432,5,2975334,0.161617,48872
math-floor,double-not,jsc,33554432,6,2975334,0.162038,48872
math-floor,double-not,jsc,33554432,7,2939385,0.160704,48872
math-floor,double-not,jsc,33554432,8,2992912,0.162105,48968
math-floor,double-not,jsc,33554432,9,2976860,0.161191,48968
math-floor,double-not,jsc,33554432,10,2973686,0.162066,49000
math-floor,double-not,jsc,67108864,1,4115895,0.226031,48764
math-floor,double-not,jsc,67108864,2,4110524,0.226857,48836
math-floor,double-not,jsc,67108864,3,4098317,0.228087,48836
math-floor,double-not,jsc,67108864,4,4053578,0.226638,48740
math-floor,double-not,jsc,67108864,5,4136342,0.226809,48868
math-floor,double-not,jsc,67108864,6,4134145,0.227649,48868
math-floor,double-not,jsc,67108864,7,4026357,0.225422,48740
math-floor,double-not,jsc,67108864,8,4077687,0.22586,48836
math-floor,double-not,jsc,67108864,9,4125538,0.22716,48868
math-floor,double-not,jsc,67108864,10,4085744,0.227411,48836
math-floor,double-not,jsc,134217728,1,6280685,0.357386,48588
math-floor,double-not,jsc,134217728,2,6230574,0.35606,48656
math-floor,double-not,jsc,134217728,3,6404830,0.35674,48740
math-floor,double-not,jsc,134217728,4,6353865,0.358422,48836
math-floor,double-not,jsc,134217728,5,6357711,0.35836,48736
math-floor,double-not,jsc,134217728,6,6266097,0.358501,48836
math-floor,double-not,jsc,134217728,7,6278732,0.358021,48868
math-floor,double-not,jsc,134217728,8,6284347,0.357802,48868
math-floor,double-not,jsc,134217728,9,6423567,0.358142,48512
math-floor,double-not,jsc,134217728,10,6392501,0.357994,48704
math-floor,double-not,jsc,268435456,1,10899569,0.619297,48740
math-floor,double-not,jsc,268435456,2,10795871,0.619133,48668
math-floor,double-not,jsc,268435456,3,10663730,0.62019,48740
math-floor,double-not,jsc,268435456,4,10789951,0.619188,48740
math-floor,double-not,jsc,268435456,5,10782688,0.618855,48704
math-floor,double-not,jsc,268435456,6,10832614,0.61744,48708
math-floor,double-not,jsc,268435456,7,10699619,0.619351,48836
math-floor,double-not,jsc,268435456,8,10779086,0.618281,48736
math-floor,double-not,jsc,268435456,9,10811374,0.619651,48748
math-floor,double-not,jsc,268435456,10,10998324,0.619163,48656
math-floor,double-not,jsc,536870912,1,19904124,1.14257,48868
math-floor,double-not,jsc,536870912,2,20110972,1.14265,48708
math-floor,double-not,jsc,536870912,3,19683543,1.14139,48708
math-floor,double-not,jsc,536870912,4,19703746,1.14183,48836
math-floor,double-not,jsc,536870912,5,19642528,1.14228,48736
math-floor,double-not,jsc,536870912,6,20018320,1.14267,48740
math-floor,double-not,jsc,536870912,7,20144785,1.14181,48868
math-floor,double-not,jsc,536870912,8,19520214,1.14401,48868
math-floor,double-not,jsc,536870912,9,19573497,1.14214,48704
math-floor,double-not,jsc,536870912,10,19636302,1.14298,48704
math-floor,double-not,jsc,1073741824,1,38160120,2.18765,48864
math-floor,double-not,jsc,1073741824,2,37320644,2.18877,48736
math-floor,double-not,jsc,1073741824,3,37425746,2.18708,48708
math-floor,double-not,jsc,1073741824,4,37494899,2.1862,48708
math-floor,double-not,jsc,1073741824,5,38402978,2.18834,48792
math-floor,double-not,jsc,1073741824,6,37455958,2.18698,48740
math-floor,double-not,jsc,1073741824,7,37194424,2.18604,48736
math-floor,double-not,jsc,1073741824,8,37174587,2.18731,48636
math-floor,double-not,jsc,1073741824,9,37350124,2.19015,48740
math-floor,double-not,jsc,1073741824,10,37527919,2.18742,48708
math-floor,double-not,jsc,2147483648,1,152708716,8.65731,48148
math-floor,double-not,jsc,2147483648,2,146164726,8.63678,48056
math-floor,double-not,jsc,2147483648,3,153256627,8.66906,48276
math-floor,double-not,jsc,2147483648,4,146128288,8.63645,48144
math-floor,double-not,jsc,2147483648,5,152150123,8.61421,48148
math-floor,double-not,jsc,2147483648,6,153189976,8.66846,48276
math-floor,double-not,jsc,2147483648,7,151493082,8.67181,48148
math-floor,double-not,jsc,2147483648,8,152477088,8.68174,48276
math-floor,double-not,jsc,2147483648,9,153651645,8.67598,48276
math-floor,double-not,jsc,2147483648,10,152213905,8.65582,48308
math-floor,parseInt,jsc,1024,1,510436,0.0270441,39020
math-floor,parseInt,jsc,1024,2,509581,0.0269481,39116
math-floor,parseInt,jsc,1024,3,509642,0.0269484,39144
math-floor,parseInt,jsc,1024,4,509765,0.0269786,39116
math-floor,parseInt,jsc,1024,5,517577,0.0270694,39112
math-floor,parseInt,jsc,1024,6,504637,0.0269056,38984
math-floor,parseInt,jsc,1024,7,507811,0.0271442,38900
math-floor,parseInt,jsc,1024,8,509642,0.0269571,39244
math-floor,parseInt,jsc,1024,9,492003,0.0267185,39116
math-floor,parseInt,jsc,1024,10,507079,0.0270551,39244
math-floor,parseInt,jsc,2048,1,507139,0.0273536,39916
math-floor,parseInt,jsc,2048,2,512266,0.0271936,39784
math-floor,parseInt,jsc,2048,3,511718,0.0272937,39788
math-floor,parseInt,jsc,2048,4,522704,0.027339,39788
math-floor,parseInt,jsc,2048,5,516173,0.0272387,39628
math-floor,parseInt,jsc,2048,6,507079,0.027318,39788
math-floor,parseInt,jsc,2048,7,530822,0.0272553,39788
math-floor,parseInt,jsc,2048,8,506712,0.0271828,39756
math-floor,parseInt,jsc,2048,9,530822,0.027221,39788
math-floor,parseInt,jsc,2048,10,508421,0.0272466,39916
math-floor,parseInt,jsc,4096,1,508909,0.0273651,40428
math-floor,parseInt,jsc,4096,2,513671,0.0276055,40428
math-floor,parseInt,jsc,4096,3,511107,0.0275164,40300
math-floor,parseInt,jsc,4096,4,509764,0.0273981,40428
math-floor,parseInt,jsc,4096,5,520689,0.0276029,40296
math-floor,parseInt,jsc,4096,6,531554,0.0273549,40684
math-floor,parseInt,jsc,4096,7,531005,0.0274586,40344
math-floor,parseInt,jsc,4096,8,515685,0.0273761,40264
math-floor,parseInt,jsc,4096,9,513976,0.0275328,40428
math-floor,parseInt,jsc,4096,10,533080,0.0275884,41324
math-floor,parseInt,jsc,8192,1,507751,0.0276941,41804
math-floor,parseInt,jsc,8192,2,514830,0.0277742,41796
math-floor,parseInt,jsc,8192,3,540587,0.0279086,41928
math-floor,parseInt,jsc,8192,4,532652,0.0279104,42060
math-floor,parseInt,jsc,8192,5,532652,0.027702,42060
math-floor,parseInt,jsc,8192,6,533446,0.0277302,41804
math-floor,parseInt,jsc,8192,7,528258,0.0277893,41804
math-floor,parseInt,jsc,8192,8,516112,0.0278456,42060
math-floor,parseInt,jsc,8192,9,511107,0.027657,41836
math-floor,parseInt,jsc,8192,10,532653,0.0278845,41932
math-floor,parseInt,jsc,16384,1,555785,0.0285786,43084
math-floor,parseInt,jsc,16384,2,549681,0.0284301,43244
math-floor,parseInt,jsc,16384,3,541380,0.028318,43084
math-floor,parseInt,jsc,16384,4,536253,0.0283295,43084
math-floor,parseInt,jsc,16384,5,555846,0.0283551,43140
math-floor,parseInt,jsc,16384,6,555236,0.0285051,43084
math-floor,parseInt,jsc,16384,7,538634,0.0284319,43116
math-floor,parseInt,jsc,16384,8,532226,0.0280909,43244
math-floor,parseInt,jsc,16384,9,553099,0.02846,43208
math-floor,parseInt,jsc,16384,10,554930,0.028535,42988
math-floor,parseInt,jsc,32768,1,567992,0.0294932,44364
math-floor,parseInt,jsc,32768,2,553404,0.029205,44360
math-floor,parseInt,jsc,32768,3,559264,0.0294963,44364
math-floor,parseInt,jsc,32768,4,557554,0.0297042,44396
math-floor,parseInt,jsc,32768,5,555052,0.0296307,44364
math-floor,parseInt,jsc,32768,6,558837,0.0294994,44268
math-floor,parseInt,jsc,32768,7,557311,0.0294991,44364
math-floor,parseInt,jsc,32768,8,552489,0.0295949,44360
math-floor,parseInt,jsc,32768,9,574034,0.0294446,44396
math-floor,parseInt,jsc,32768,10,568968,0.0293709,44364
math-floor,parseInt,jsc,65536,1,609007,0.0315546,44364
math-floor,parseInt,jsc,65536,2,591368,0.0315461,44396
math-floor,parseInt,jsc,65536,3,610045,0.0314954,44492
math-floor,parseInt,jsc,65536,4,606687,0.0315576,44392
math-floor,parseInt,jsc,65536,5,612303,0.0314616,44364
math-floor,parseInt,jsc,65536,6,584471,0.0313782,44132
math-floor,parseInt,jsc,65536,7,588561,0.0314386,44168
math-floor,parseInt,jsc,65536,8,587889,0.0315162,44392
math-floor,parseInt,jsc,65536,9,609190,0.0316175,44396
math-floor,parseInt,jsc,65536,10,608824,0.0316163,44288
math-floor,parseInt,jsc,131072,1,671690,0.0354373,45160
math-floor,parseInt,jsc,131072,2,667662,0.0356403,45160
math-floor,parseInt,jsc,131072,3,686338,0.0352507,45132
math-floor,parseInt,jsc,131072,4,677672,0.0354324,44912
math-floor,parseInt,jsc,131072,5,673460,0.035467,45164
math-floor,parseInt,jsc,131072,6,670591,0.0355517,45164
math-floor,parseInt,jsc,131072,7,671324,0.0354639,45036
math-floor,parseInt,jsc,131072,8,692991,0.0354675,45164
math-floor,parseInt,jsc,131072,9,689513,0.0354542,45292
math-floor,parseInt,jsc,131072,10,695982,0.0354747,45004
math-floor,parseInt,jsc,262144,1,758360,0.0386286,48844
math-floor,parseInt,jsc,262144,2,756101,0.0383068,48748
math-floor,parseInt,jsc,262144,3,743529,0.0384563,48876
math-floor,parseInt,jsc,262144,4,740233,0.0385032,48876
math-floor,parseInt,jsc,262144,5,745359,0.0383657,48748
math-floor,parseInt,jsc,262144,6,767455,0.0382561,48648
math-floor,parseInt,jsc,262144,7,766355,0.0385147,48720
math-floor,parseInt,jsc,262144,8,738035,0.0383378,48520
math-floor,parseInt,jsc,262144,9,743284,0.0385462,48844
math-floor,parseInt,jsc,262144,10,750609,0.0384712,48876
math-floor,parseInt,jsc,524288,1,733153,0.0386504,48872
math-floor,parseInt,jsc,524288,2,752378,0.0387384,48716
math-floor,parseInt,jsc,524288,3,751585,0.0387745,48744
math-floor,parseInt,jsc,524288,4,764707,0.0387231,48844
math-floor,parseInt,jsc,524288,5,766050,0.0386404,48748
math-floor,parseInt,jsc,524288,6,754881,0.0387118,49004
math-floor,parseInt,jsc,524288,7,752683,0.0389647,48764
math-floor,parseInt,jsc,524288,8,742735,0.0387556,48840
math-floor,parseInt,jsc,524288,9,739195,0.0387812,48716
math-floor,parseInt,jsc,524288,10,750120,0.0385626,48844
math-floor,parseInt,jsc,1048576,1,751769,0.0393277,48716
math-floor,parseInt,jsc,1048576,2,763608,0.0394399,48748
math-floor,parseInt,jsc,1048576,3,762694,0.0394089,48716
math-floor,parseInt,jsc,1048576,4,764158,0.0393137,48872
math-floor,parseInt,jsc,1048576,5,773863,0.0393679,48764
math-floor,parseInt,jsc,1048576,6,759458,0.0392758,48844
math-floor,parseInt,jsc,1048576,7,754392,0.0392348,48840
math-floor,parseInt,jsc,1048576,8,759275,0.0392891,48524
math-floor,parseInt,jsc,1048576,9,764952,0.0395156,48844
math-floor,parseInt,jsc,1048576,10,765928,0.0395453,48844
math-floor,parseInt,jsc,2097152,1,792966,0.0407071,48748
math-floor,parseInt,jsc,2097152,2,792173,0.0406927,49004
math-floor,parseInt,jsc,2097152,3,783323,0.0404723,48844
math-floor,parseInt,jsc,2097152,4,799375,0.040706,48844
math-floor,parseInt,jsc,2097152,5,801695,0.0408678,48872
math-floor,parseInt,jsc,2097152,6,808592,0.0404032,48620
math-floor,parseInt,jsc,2097152,7,800108,0.0408064,48876
math-floor,parseInt,jsc,2097152,8,800719,0.0403768,48712
math-floor,parseInt,jsc,2097152,9,800596,0.0408975,48716
math-floor,parseInt,jsc,2097152,10,803342,0.0407716,48648
math-floor,parseInt,jsc,4194304,1,826475,0.0420585,48584
math-floor,parseInt,jsc,4194304,2,838376,0.0425682,48844
math-floor,parseInt,jsc,4194304,3,855649,0.043488,48876
math-floor,parseInt,jsc,4194304,4,850522,0.0434872,48876
math-floor,parseInt,jsc,4194304,5,810728,0.0424934,48716
math-floor,parseInt,jsc,4194304,6,822812,0.0426785,48748
math-floor,parseInt,jsc,4194304,7,814451,0.0423468,48748
math-floor,parseInt,jsc,4194304,8,834104,0.0434911,48872
math-floor,parseInt,jsc,4194304,9,837645,0.0425628,49004
math-floor,parseInt,jsc,4194304,10,827207,0.0423631,48748
math-floor,parseInt,jsc,8388608,1,927122,0.0475313,48972
math-floor,parseInt,jsc,8388608,2,909727,0.0468582,48748
math-floor,parseInt,jsc,8388608,3,919858,0.0487091,48876
math-floor,parseInt,jsc,8388608,4,898191,0.0473395,48876
math-floor,parseInt,jsc,8388608,5,937253,0.048833,48792
math-floor,parseInt,jsc,8388608,6,887326,0.0467825,48504
math-floor,parseInt,jsc,8388608,7,905759,0.0474176,48844
math-floor,parseInt,jsc,8388608,8,923703,0.0487905,48744
math-floor,parseInt,jsc,8388608,9,924375,0.0487483,48876
math-floor,parseInt,jsc,8388608,10,911802,0.0475822,48796
math-floor,parseInt,jsc,16777216,1,1121579,0.0592497,48776
math-floor,parseInt,jsc,16777216,2,1078244,0.0564472,48748
math-floor,parseInt,jsc,16777216,3,1145322,0.0593915,48876
math-floor,parseInt,jsc,16777216,4,1059384,0.0553129,48748
math-floor,parseInt,jsc,16777216,5,1110593,0.0593196,48844
math-floor,parseInt,jsc,16777216,6,1116697,0.0591181,48876
math-floor,parseInt,jsc,16777216,7,1058469,0.0552919,48548
math-floor,parseInt,jsc,16777216,8,1061826,0.0552492,48748
math-floor,parseInt,jsc,16777216,9,1135068,0.0592443,48844
math-floor,parseInt,jsc,16777216,10,1128965,0.0591588,48616
math-floor,parseInt,jsc,33554432,1,3104301,0.167139,48844
math-floor,parseInt,jsc,33554432,2,2978203,0.159079,48996
math-floor,parseInt,jsc,33554432,3,3025077,0.160684,49128
math-floor,parseInt,jsc,33554432,4,3090446,0.164514,49096
math-floor,parseInt,jsc,33554432,5,3029472,0.161646,49256
math-floor,parseInt,jsc,33554432,6,3092399,0.164603,49128
math-floor,parseInt,jsc,33554432,7,3028922,0.160566,49000
math-floor,parseInt,jsc,33554432,8,3020928,0.161771,49128
math-floor,parseInt,jsc,33554432,9,3060906,0.164658,49224
math-floor,parseInt,jsc,33554432,10,3089348,0.164624,49004
math-floor,parseInt,jsc,67108864,1,4208546,0.229987,48744
math-floor,parseInt,jsc,67108864,2,4236806,0.229823,49088
math-floor,parseInt,jsc,67108864,3,4176625,0.227588,48992
math-floor,parseInt,jsc,67108864,4,4177113,0.227766,48868
math-floor,parseInt,jsc,67108864,5,4251820,0.229709,49092
math-floor,parseInt,jsc,67108864,6,4232044,0.230157,48996
math-floor,parseInt,jsc,67108864,7,4207508,0.229742,48992
math-floor,parseInt,jsc,67108864,8,4136525,0.225707,49092
math-floor,parseInt,jsc,67108864,9,4100942,0.225952,49088
math-floor,parseInt,jsc,67108864,10,4216542,0.230063,48992
math-floor,parseInt,jsc,134217728,1,6530196,0.360856,49088
math-floor,parseInt,jsc,134217728,2,6363997,0.360514,48996
math-floor,parseInt,jsc,134217728,3,6370101,0.360485,48908
math-floor,parseInt,jsc,134217728,4,6365706,0.356732,48868
math-floor,parseInt,jsc,134217728,5,6294784,0.356942,48996
math-floor,parseInt,jsc,134217728,6,6391097,0.360851,48996
math-floor,parseInt,jsc,134217728,7,6486494,0.357007,48996
math-floor,parseInt,jsc,134217728,8,6491011,0.356417,49016
math-floor,parseInt,jsc,134217728,9,6470869,0.356625,48936
math-floor,parseInt,jsc,134217728,10,6585982,0.360723,49092
math-floor,parseInt,jsc,268435456,1,11045015,0.622574,49220
math-floor,parseInt,jsc,268435456,2,10991061,0.619429,48996
math-floor,parseInt,jsc,268435456,3,11009921,0.622507,48996
math-floor,parseInt,jsc,268435456,4,10805637,0.617707,49124
math-floor,parseInt,jsc,268435456,5,10759555,0.621981,48996
math-floor,parseInt,jsc,268435456,6,10705844,0.619032,48996
math-floor,parseInt,jsc,268435456,7,10900424,0.623308,48996
math-floor,parseInt,jsc,268435456,8,10708469,0.61958,48996
math-floor,parseInt,jsc,268435456,9,10854220,0.621922,49092
math-floor,parseInt,jsc,268435456,10,10801181,0.622329,48964
math-floor,parseInt,jsc,536870912,1,20083445,1.14486,48832
math-floor,parseInt,jsc,536870912,2,19549937,1.14561,49092
math-floor,parseInt,jsc,536870912,3,19990671,1.14253,48996
math-floor,parseInt,jsc,536870912,4,20028819,1.14675,48996
math-floor,parseInt,jsc,536870912,5,20288950,1.14498,48992
math-floor,parseInt,jsc,536870912,6,19587596,1.1407,48960
math-floor,parseInt,jsc,536870912,7,19815318,1.14418,49092
math-floor,parseInt,jsc,536870912,8,19531139,1.14492,49092
math-floor,parseInt,jsc,536870912,9,20291697,1.14509,48708
math-floor,parseInt,jsc,536870912,10,19531810,1.14506,48996
math-floor,parseInt,jsc,1073741824,1,37004788,2.18619,49088
math-floor,parseInt,jsc,1073741824,2,38450097,2.19062,48900
